zone	indicateur1	indicateur2	souszone	valeur	occurences	erreur_i1	erreur_i2	erreur_souszone	erreur_valeur
982	 	 	d	Theravada	2.0	0	0	1	0
982	 	 	d	Theravāda Buddhism	4.0	0	0	1	0
982	 	 	d	Thessalonians	8.0	0	0	1	0
982	 	 	d	Thessalonians 1	9.0	0	0	1	0
982	 	 	d	Thessalonians 2	4.0	0	0	1	0
982	 	 	d	Third Reich	105.0	0	0	1	0
982	 	 	d	Third World	42.0	0	0	1	0
982	 	 	d	Thuringia	2.0	0	0	1	0
982	 	 	d	Thônex	5.0	0	0	1	0
982	 	 	d	Thônex, Moillesulaz.	1.0	0	0	1	0
982	 	 	d	Thônex, Pierre-à-Bochet.	1.0	0	0	1	0
982	 	 	d	Vellore	1.0	0	0	1	0
982	 	 	d	Veneration	1.0	0	0	1	0
982	 	 	d	Venezuela	1.0	0	0	1	0
982	 	 	d	Zechariah	10.0	0	0	1	0
982	 	 	d	Zen Buddhism	3.0	0	0	1	0
982	 	 	d	Zephaniah	9.0	0	0	1	0
982	 	 	d	Zimbabwe	21.0	0	0	1	0
982	 	 	d	Zulu	1.0	0	0	1	0
982	 	 	d	Zurich	2.0	0	0	1	0
982	 	 	d	[Commentaries]	6.0	0	0	1	0
982	 	 	d	[Congresses]	1.0	0	0	1	0
982	 	 	d	clarinette, violon, piano	1.0	0	0	1	0
982	 	 	d	interracial	1.0	0	0	1	0
982	 	 	d	percussionnistes	1.0	0	0	1	0
982	 	 	d	theological	1.0	0	0	1	0
982	 	 	e	theological	1.0	0	0	1	0
982	 	 	e	1951-2000	2.0	0	0	1	0
982	 	 	e	1975-2025	1.0	0	0	1	0
982	 	 	e	20th century	1.0	0	0	1	0
982	 	 	e	Biblical teaching	3.0	0	0	1	0
982	 	 	e	Bibliography	1.0	0	0	1	0
982	 	 	e	Bishops	7.0	0	0	1	0
982	 	 	e	Comparative studies	2.0	0	0	1	0
982	 	 	e	Criticism, interpretation, etc.	1.0	0	0	1	0
982	 	 	e	Directories	1.0	0	0	1	0
982	 	 	e	Economic conditions	1.0	0	0	1	0
982	 	 	e	History [LCSH]	2.0	0	0	1	0
982	 	 	e	LCSH]	110.0	0	0	1	0
982	 	 	e	Philosophy	1.0	0	0	1	0
982	 	 	e	Politics and government	1.0	0	0	1	0
982	 	 	e	Social conditions	1.0	0	0	1	0
982	 	 	e	Study and teaching	1.0	0	0	1	0
982	 	 	e	Voir aussi: Archéologie, art antique - Rome	1.0	0	0	1	0
982	 	 	e	Voir aussi: Edifices publics-maisons privées - Maison Tavel	1.0	0	0	1	0
982	 	 	e	Voir: Adam (de Baalet)	1.0	0	0	1	0
982	 	 	e	Voir: Anières, Bassy	1.0	0	0	1	0
982	 	 	e	Voir: Archéologie, art antique - Asie mineure	1.0	0	0	1	0
982	 	 	e	Voir: Archéologie, art antique - Egypte	1.0	0	0	1	0
982	 	 	e	Voir: Archéologie, art antique - Grèce	1.0	0	0	1	0
982	 	 	e	Voir: Archéologie, art antique - Kerma	1.0	0	0	1	0
982	 	 	e	Voir: Archéologie, art antique - Koya	1.0	0	0	1	0
982	 	 	e	Voir: Avusy	1.0	0	0	1	0
982	 	 	e	Voir: Bachet-de-Pesay	1.0	0	0	1	0
982	 	 	e	Voir: Belotte, La	2.0	0	0	1	0
982	 	 	e	Voir: Bernex	2.0	0	0	1	0
982	 	 	e	Voir: Bernex, Challoux	1.0	0	0	1	0
982	 	 	e	Voir: Bernex, Crest d'Anières	2.0	0	0	1	0
982	 	 	e	Voir: Bernex, En Saule	2.0	0	0	1	0
982	 	 	e	Voir: Bossy	1.0	0	0	1	0
982	 	 	e	Voir: Bourdigny	1.0	0	0	1	0
982	 	 	e	Voir: Cara	1.0	0	0	1	0
982	 	 	e	Voir: Caran	2.0	0	0	1	0
982	 	 	e	Voir: Carre d'Aval	1.0	0	0	1	0
982	 	 	e	Voir: Chapelle, La	2.0	0	0	1	0
982	 	 	e	Voir: Châtelet, pont	2.0	0	0	1	0
982	 	 	e	Voir: Chèvres	2.0	0	0	1	0
982	 	 	e	Voir: Sculpteur de Fonseca	1.0	0	0	1	0
982	 	 	e	Voir: Sionnet	2.0	0	0	1	0
982	 	 	e	Voir: Sézegnin, Sur-le-Moulin	2.0	0	0	1	0
982	 	 	e	Voir: Van Bloemen, Jan	1.0	0	0	1	0
982	 	 	e	Voir: Versoix, bois de Mariamont	1.0	0	0	1	0
982	 	 	e	Voir: Villette	1.0	0	0	1	0
982	 	 	e	Voir: Vuillonnex	1.0	0	0	1	0
982	 	 	e	[21st century]	3.0	0	0	1	0
982	 	 	e	[ATLA]	2041.0	0	0	1	0
982	 	 	e	[Abstracts]	4.0	0	0	1	0
982	 	 	e	[Apologetic works]	3.0	0	0	1	0
982	 	 	e	[Archival resources]	1.0	0	0	1	0
982	 	 	e	[Art]	7.0	0	0	1	0
982	 	 	e	[Bibliographies]	2.0	0	0	1	0
982	 	 	e	[Bibliography]	57.0	0	0	1	0
982	 	 	e	[Bigliography]	1.0	0	0	1	0
982	 	 	e	[Bio-bibliography]	8.0	0	0	1	0
982	 	 	e	[Planning]	18.0	0	0	1	0
982	 	 	e	[Poetry]	3.0	0	0	1	0
982	 	 	e	[Popular works]	12.0	0	0	1	0
